UUID,Categoria,Ragione Sociale,Indirizzo,Sito,e-mail,Telefono,Facebook ID,Facebook URL,Google Place URL,Google Place ID,Latitude,Longitude,Categoria catastale
cb0e0f96-bfb5-4fa2-b41c-d93ca0c51d14,"",MEMARIAN SAEID,VIA GARIBALDI,,galleriafars@gmail.com,0362 302887,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
e8b7ded9-d37c-4af7-887e-1b439f33fb14,"",GENUS AUREA SPA,VIA GARIBALDI,,,362306750,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
df27e09f-166e-4d4f-a85e-f1229a6a3f67,"",AURUM INTERNATIONAL SPA,VIA MATTEOTTI,,,0362 624787,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
877a9eb8-566d-4d1c-bd99-17a96a80bc29,"",LUXOR SNC DI MARI ANGELO & ORSENIGO ROBERTO,CORSO ITALIA,,,0362 624787,"","","","","","",N Non Domestica 15 : NEGOZI PARTICOLARI (FILATELIA-TESSUTI-ANTIQUAR.-.)
fd08c908-b24a-4838-8357-aa9e7cda2076,"",SIRIO LE CHIC DI BORTOLOTTI M.G.,VIA PER SEREGNO,,,0362303260,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
fb4e3c85-3b12-4544-8044-939dd360e9f5,"",NARDO ROBERTA,VIA GABELLINI,,,362628298,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
8367f900-a472-427b-936a-cea98948337e,"",PINNA GIOVANNA,VIA PARTIGIANI D'ITALIA,,,362624160,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
0b46f042-4b21-42cc-9567-27a5b8c772f7,"",SUN POINT SRL,VIA F.LLI CERVI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
3fca069b-959c-4611-8f86-6a4844a108f1,"",ZUIN PATRIZIA,VIA MONS. CATTANEO,,,0362 625005,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
ca09207a-ca5a-4c75-81af-10ed7379d72a,"",GOBBATO STEFANIA,VIA GRANDI,,,0362 303239,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
3980dcdc-7aab-4b50-a414-886cafbbb362,"",BIASIOLO BRUNO,VIA PIO XI,,,0362 623336,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
d404a75e-c7a7-4639-b210-3e281fa1fda3,"",FORIN ANTONELLA,VIA VOLTA,,,0362 625233,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
e5120471-e70b-4c1c-8504-bac0d3e8fe73,"",MARIANI GIUSEPPINA,VIA SALGARI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
fdb6a840-91e9-4992-8287-82b3b1483fa9,"",NOVATI NORIS MARGHERITA,VIA POZZO ANTICO,,,00362 301753,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
e106be50-d4e9-4a9c-a5f9-199cbfb9dcea,"",EREDI DI SANVITO PATRIZIA,VIA EINSTEIN,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
fddb6add-f4d4-4abe-94f8-996ca504a628,"",SAPORITO CALOGERO,VIA GARIBALDI,,,036244960,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
d959a82e-a4f3-4a61-9ba6-8bfe009d216e,"",STUDIO 2 SNC DI RIBOLDI A.& FERRO D,VIA PARTIGIANI D'ITALIA,,,362626658,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
b6fc9b9a-5200-4062-b23e-42a93642e541,"",PARRUCCHIERA ROBERTI BARBARA,VIA VERDI,,,0362 627182,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
544af49e-e05f-4833-888d-4a79cbf9395c,"",MICHIELI MARISTELLA,VIA GRANDI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
58b5e42c-5b43-4bb0-ae04-ff01dff43eca,"",SALONE DONNA SNC DI PLICATO P. & C,PIAZZA MARTIRI DI FOSSOLI,,,362621064,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
7fd97899-da7f-43fa-aaae-c6813df06996,"",IMPRENTI FANNI',VIA MILANO,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
23830aad-aedd-41f8-9b89-1160b71a7e05,"",TOMIATO LORENA,VIA SAN PIETRO,,,0362 621070,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
0d5342da-5b83-4b4b-bb11-dbc5a32c954e,"",LUBELLO ITALIA,VIA CONCILIAZIONE,,,0362 621769,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
b2b4070b-0ce5-4f84-a5ef-a7b1318364a2,"",MINOTTI MASSIMILIANO,VIA GARIBALDI,,,0362 622166,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
a2b41ac6-968f-4b7c-84d3-83f4f4c900ba,"",VENUS DI BERLESE YLENIA E CHIARELL O MARIA TE,VIA MILANO,,,0362 624474,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
ba3b255a-5359-40ec-af8a-0202850d8837,"",MORABITO OSCAR,VIA MULINELLO,,,0362306237 ,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
51032abb-3671-410e-b98e-5bc3d81919c9,"",SOLARIUM CENTER SAS DI TAGLIABUE S ERGIO & C.,VIA XXV APRILE,,,0362 301374,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
4a4ed050-f122-4271-a7f5-eba3686d25d9,"",LAVASECCO S.N.C. DI BRAMBILLA SUSA NNA & MAZZ,VIA OLMETTO,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
420c1a9c-62fd-48eb-8ca8-73e0bd055a62,"",MAX E FEDE ACCONCIATURE S.N.C.,VIA PALLAVICINI,,,0362 305148,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
2ab964e8-8477-4936-977d-11867c7bbb4f,"",NEW STYLE SNC DI D'AMBROSIO T. E D E MARCO R.,VIA MILANO,,,0362 627166,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
c9af23f7-2746-4835-9aac-51c21c3f9434,"",SIRIMARCO SEFORA,VIA MILANO,,,0362 302863,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
a05085b3-1f0a-4435-a524-f754c79b84f2,"",PARRUCCHIERA ERBA MONICA,VIA OLMETTO,,,362627120,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
4d5e6ab4-b507-4993-aa44-fcbca7346e4d,"",EMME PARRUCCHIERI SNC DI EMMA MAIN O E MARCO,VIA FERRAVILLA,,,0362 302359,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
41379ec5-32a0-4302-826a-171812d464ae,"",LAVANDERIA DELLA BASSA,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
d7e8acc5-ac48-4c8c-8662-398c92ae984e,"",SUN PEOPLE SNC DI VERONESE S. & C.,VIA MILANO,WWW.VANESIA.IT,,362638319,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
73b1c36f-8b3d-4ee2-85d5-602b2c3e3302,"",FERRO ROBERTO,VIA FORLANINI,,,3333608527,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
92795f71-a445-49a9-991f-0342a65a15ea,"",AIT SITAHAR MOUNIR,VIA LAMPUGNANI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
8f4e0a22-8a4e-4cc4-94c8-7e492a19db48,"",CAIMI ELISA,VIA GARIBALDI,,,3497054980,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
93baf3a5-8787-4246-988a-26b0224ad74f,"",SMIRAGLIA PATRIZIA,VIA MANZONI,,,0362 308071,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
99248249-c103-4949-b23f-3b78b3e54377,"",TROLESE FABRIZIO MIRCO VIRGINIO,VIA MILANO,,,0362 307041,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
19da5232-07de-4b00-aa7f-2170a18ad683,"",SBLENDORIO VINCENZO,VIA SAN PIETRO,,,362270754,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
8fd0e071-39e6-49e6-9d38-a7adf80346ac,"",SALUTE E BENESSERE SAS DI PETTINE LAURA & C.,VIA TRIPOLI,,,0362 302919,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
431bad35-b9c7-4508-8d93-ff120e7ea916,"",ROTOLO LUCA,VIA BAREGGI,,,0362 303969,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
c62fc8b1-988b-4c68-a982-525db3392897,"",KUNDALINI CENTRO BENESSERE E PRODOTTI NATURALI SAS,PIAZZA DON GIUSSANI,,,0362 623469,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
0bbdb73b-3986-41f9-bfb6-49165bf281c1,"",MALBERTI ANTONELLA,VIA MANZONI,,,0362 303642,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
053757aa-fa91-4190-b889-dd744bb22f9d,"",FREESTYLE S.N.C. DI SPINA MONICA & SEPIELLI,PIAZZA DON GIUSSANI,,,0362 624371,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
399e4386-0aa8-42ef-ad74-d942b790b3e1,"",DANIELI ANDREA,VIA DANTE,,,338 173 2230,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
1f69d912-f110-4cd5-96ca-8d117c257453,"",SOLO UOMO S.N.C. DI SANFILIPPO ROBERTO ANTONIO E REGAZZONI M,PIAZZA CAVOUR,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
c81238f8-3610-4de0-8897-901682043c2b,"",GIOVANNINI EDVIGE,VIA PRATI,,,0362 621018,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
baf2d7c0-43d7-4b9f-b84b-527a3d5144b8,"",BIEBI SAS DI BARONI CRISTINA & C.,VIA VOLTA,,,0362639347 - 0362629259,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
084b9efd-65ac-4f4f-84eb-b32e208b9372,"",TIESO INES,VIA TRENTO,,,0362 623004,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
13ca7be5-7f53-44c8-be69-35df19e98e6c,"",SHI XIUFANG,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
5f6a387c-a1e7-43e9-baf8-dddf8263e54a,"",BRUNO ORNELLA,VIA VOLTA,,,0362 197 0708,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
7c36d528-d45f-4452-afee-befc37b068ac,"",MAFTEI MIHAELA,VIA PIO XI,,maftei.mihaela@ticertifica.it,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
94631e48-152d-4733-af30-09e0bc39ae82,"",HU JULIAN,CORSO ITALIA,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
816e6f6b-6a8b-4b40-a67a-cfbcde8db63f,"",SOL.ARE SAS DI SOLAZZO MARCELLO,CORSO ITALIA,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
271192b9-dfe1-4e1c-b77a-4bddcddb3725,"",MILAN STEFANO,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
d16b3d59-9cf9-4f26-8d02-cd6fdacdef4c,"",BONA SIMONA,VIA BENGASI,,,362306827,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
958c2667-9eee-4d3c-bb5f-93e3a4cfb449,"",MUSICO' EVELIN,VIA BENGASI,,,0362 638697,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
76924651-9dc4-487d-b6ee-7e12b4408d70,"",LADY SARONNO SAS DI MARIA LUCIA ADDUCI,VIA DI VITTORIO,http://www.ladysaronno.it,ladysaronno@gmail.com,362301143 - 340.67.03.217,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
a05233a0-ac3b-4870-bbc0-175ac910c305,"",VANITY SNC,VIA BORGHETTO,,,362626713,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
eb80a93a-e304-4a29-bad5-6aff186c4b60,"",LIU XIAODAN,CORSO ITALIA,,,377 8153001,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
e460409f-4961-4174-80d7-40bea76ca2fe,"",BOLLINI ROBERTO,VIA MULINELLO,,,0362 620021,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
aae00d52-4dfe-43c4-8c3e-811712d98fe2,"",MASIERO CESARINA,VIA PALESTRO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
f2bd9bfb-1e42-45a3-8bcb-c2e7d760d90b,"",FINOTTO AGNESE,VIA DEGLI ARTIGIANI,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
7f09800c-ea38-4217-8e05-97c371ef6b78,"",ELETTROMECCANICA DEL LEGNO M&M SDF,VIA FILIPPO DA DESIO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
9bba9f32-7c3e-41dd-bdd7-8c42add81ede,"",OFFICINA CATTANI DI CATTANI GIUSEP PE & C. SN,VIA MONTE ROSA,,,0362 624232,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
71830bfa-620a-4cce-9e74-a1ddcacc1647,"",MALBERTI PATRIZIA,VIA MONTE GRAPPA,http://www.malbertipatrizia.com,patrizia.malberti@libero.it,0362 624244,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
a717f2d4-b510-4ae4-bf8e-365f4ffad8ab,"",RADAELLI ALBERTO,VIA PIETRO DA DESIO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
0b02e59c-f9d8-454c-b539-cd1d2fa5ffd6,"",PALACINO IGNAZIO,VIA DE LUCA,,,0362 309391,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
5d58364a-c5ca-4800-8689-f03bca32991b,"",LA MIA VICTORFLEX SRL,CORSO ITALIA,http://www.paginegialle.it/victorflex ,,362622784,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
59b24487-23cf-4b72-8aa4-c64d1420d566,"",CATTANEO VITTORIO,VIA LAMPUGNANI,,,0362 626095,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
366b1dea-6525-4fbe-a657-a32919c2c6c9,"",COMO SANDRINO,VIA POZZO ANTICO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
85fa3993-697e-4aa0-8e0d-ad36147fd93d,"",GOBBO DINO,VIA DEI TIGLI,,,0362 624258,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
cede792d-bd46-4994-bd05-afa491f70b7b,"",MEREGALLI ROMANO,VIA FERRAVILLA,,,362622857,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
916928ab-b4d1-48f5-b40e-6d4241bc32da,"",PAGANO SEBASTIANO,VIA MULINELLO,,,0362 628764,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
b307ecfe-50be-474e-ad5c-7bca8ed7e4ad,"",PREMAOR ITALO,VIA SAN VINCENZO,,,0362 624297,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
6cd1dcb2-34d0-4394-8cd2-26f4909796a7,"",PULICI F.LLI,VIA TAGLIABUE,,,0362 623267,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
8560914e-b028-4ed0-8571-d9d56ea983d1,"",SANTILLI FRANCESCO,VIA XXIV MAGGIO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
962962c1-27d4-4f2f-b753-6b5644810c47,"",SANTOEMMA ERCOLE,VIA PER CESANO,,,0362 630020,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
040706bd-f0f7-442e-98df-d7c7778da0e7,"",SPADARI FRANCO,VIA PALLAVICINI,,,362621358,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
0e3da505-0a9c-4083-8309-f5476ee384bc,"",SPINELLI ANTONIO,VIA BASSI,http://www.spinelliantonio.it, info@spinelliantonio.it,0362 309970,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
0486e2d2-0c22-484f-be13-fea89c382cd8,"",TETTAMANZI LUIGI,CORSO ITALIA,,,0362 620613,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
653a9f03-9013-417c-9af7-8ff92aa7d365,"",TROVATI F.LLI DI ANGELO E LUIGI SN C,VIA PASCOLI,,,0362 624358,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
f329da43-a64c-4152-9e30-008066e195ef,"",ELETTRICA BARZAGHI SNC,VIA STURZO DON LUIGI,,,0362 621657,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
f4ecc1e3-31c3-47a4-8de4-eb5ca2dc3c81,"",LIDI SNC DI  GIORGIO DI BERARDINO,VIA MULINELLO,,,0362 631592,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
88ac3f5d-ade7-461c-8936-77b9d52e6e68,"",MARIANI IMPIANTI DI MARIANI A. SNC,VIA DEI TIGLI,,,0362 622306,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
c5ece2f7-4a5a-42b3-b8bc-cf1825a80948,"",VAZZOLER SILVIO SAS DI VAZZOLER GI OVANNI,VIA SAN VINCENZO,,,362622429,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
0784160d-1e12-4f4a-9b0a-0e20d6766188,"",MESSINA VINCENZO,VIA MONSELICE,http://www.omcadepurazione.it,info@omcadepurazione.it,0362 621223,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
78272ddf-fbe9-4ff3-a5e8-80673d4cbefb,"",EREDI DI ARIENTI LUIGI,VIA BORGHETTO,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
1ec970a2-1a9b-4e78-af62-dc8f75a6088d,"",ELETTROSISTEM SRL,VIA XX SETTEMBRE,,,0362 626056,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
cc0b0204-d7d1-406b-a13a-d684ebf0f4a2,"",MANZOTTI GIUSEPPE,VIA PER CESANO,,, 0362631450,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
69ff22d1-4c74-4090-a629-e3d66da3ae1e,"",IDEA ARREDO CUCINA DI BALICE C. & F,VIA DEGLI ARTIGIANI,http://www.ideaarredocucina.it,info@ideaarredocucina.it,0362 622113,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
b4907c08-32be-4b71-b76e-bbdae479a4eb,"",MARIANI ARMANDO,VIA MONTE BIANCO,,,0362 622381,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
058ed810-e203-4a5b-acf4-05c33166dc7b,"",SERRAMENTI POZZOLI SNC DI POZZOLI ALIDE E PA,VIA PASCOLI,,,362622338,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
ce737d89-dffc-4b1e-824c-c7ef68859b22,"",LAVORI IN CORSO 1994 SOC. COOP. SO CIALE ARL,VIA KARL MARX,,,0362 638927,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
33d783aa-513a-4588-b847-f8e76d14be01,"",GALIMBERTI ANDREA ERNESTO CESA,VIA DEGLI ARTIGIANI,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
a97bdb84-48ca-4927-a937-2045298addca,"",OFFICINA ALA SNC,VIA MILANO,,,0362 1793980 - 392 343187,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
d97e851c-3338-4dea-b28d-65c455536aaf,"",RUSNIGO RENATO MARCO,VIA XXV APRILE,,,0362 626361,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
b09042ec-7b0c-4e1a-a43c-9e1fe7597481,"",BISCEGLIA LUIGI,VIA POZZO ANTICO,,,339 756 8277,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
cf7da498-d34c-461d-bb7c-66480b918bc4,"",F.LLI CORNO DI CORNO GIORGIO & C. SNC,VIA NUOVA VALASSINA,,,00362 308775,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
26455475-a540-4e59-80cf-1d20f28f02d1,"",SPAGNUOLO ALESSANDRO,VIA BRAMANTE,,,0362 305166,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
98488878-f786-40c5-ab76-ceed59f34066,"",STOCCO ALESSANDRO,VIA AGNESI,,,0362 620016,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
47e624aa-e759-49f2-9481-27f27d478b53,"",PROSERPIO IMPIANTI S.R.L.,VIA BORGHETTO,http://www.proserpioimpianti.it, info@proserpioimpianti.it ,0362 622419,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
992ebc72-02b5-4b81-bf04-80d0c428713d,"",SIVIERO SNC DI SIVIERO SIMONE & C.,VIA CASSINETTA,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
2faa3f91-207b-4330-8604-5887061db312,"",MAURI MASSIMO,VIA MILANO,,,368252908,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
d52e668b-b6ff-4d38-b34e-9e50252d83a9,"",G-SERVICES SOCIETA' COOPERATIVA,VIA PETRARCA,,,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
7c6cd04d-a973-487f-b062-2ecd251bca19,"",ELETTRONICA DI BUSNELLI DANIELE E C. SAS,VIA SICILIA,,,3621790370,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
36d2a7e7-cc4e-49f2-b3eb-87af691d78c9,"",LONGONI TRANCIATI S.A.S. DI LONGON I MASSIMIL,VIA MULINELLO,,,0362629358,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
c3c8445b-0bef-4377-bc5c-298829061063,"",TEKNOTIME SRL,VIA BAREGGI,,,03621822054 ,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
bd2a1915-02e1-4645-97bf-26b65cdaf609,"",PULICI ALESSANDRO,VIA SCIESA,http://www.pulicimobili.it,info@pulicimobili.it,362303206,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
